environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,balanced,base,98,24,1000,70711381,70.71138099999999
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,99,24,1000,76527054,76.527054
CartpoleSwingupEnvLong-v0,PPO,balanced,base,100,25,1000,70333040,70.33304
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,101,25,1000,63953832,63.953832000000006
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,102,25,1000,81716953,81.71695299999999
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,103,25,1000,24757,0.024757
CartpoleSwingupEnvLong-v0,PPO,balanced,base,104,26,1000,74782737,74.782737
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,105,26,1000,60097346,60.097345999999995
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,106,26,1000,81226387,81.226387
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,107,26,1000,24477,0.024477
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,108,27,1000,64454077,64.454077
CartpoleSwingupEnvLong-v0,PPO,balanced,base,109,27,1000,75128927,75.12892699999999
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,110,27,1000,79086916,79.086916
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,111,27,1000,23895,0.023895
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,112,28,1000,23685,0.023684999999999998
CartpoleSwingupEnvLong-v0,PPO,balanced,base,113,28,1000,72441462,72.441462
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,114,28,1000,64497670,64.49767
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,115,28,1000,79101865,79.101865
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,116,29,1000,81462809,81.462809
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,117,29,1000,61952495,61.952495000000006
CartpoleSwingupEnvLong-v0,PPO,balanced,base,118,29,1000,72415251,72.415251
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,119,29,1000,23885,0.023885
UnderwaterDrone-v0,TD3,balanced,native_logic,0,0,1000,13837,0.013837
UnderwaterDrone-v0,TD3,balanced,base,1,0,1000,78325474,78.325474
UnderwaterDrone-v0,TD3,balanced,wrapped,2,0,1000,248971276,248.97127600000002
UnderwaterDrone-v0,TD3,balanced,critic,3,0,1000,164736010,164.73601000000002
UnderwaterDrone-v0,TD3,balanced,critic,4,1,1000,160088375,160.088375
UnderwaterDrone-v0,TD3,balanced,native_logic,5,1,1000,15159,0.015159
UnderwaterDrone-v0,TD3,balanced,base,6,1,1000,81185459,81.18545900000001
UnderwaterDrone-v0,TD3,balanced,wrapped,7,1,1000,254438684,254.438684
UnderwaterDrone-v0,TD3,balanced,critic,8,2,1000,172479619,172.479619
UnderwaterDrone-v0,TD3,balanced,native_logic,9,2,1000,15009,0.015009
UnderwaterDrone-v0,TD3,balanced,wrapped,10,2,1000,268069683,268.069683
UnderwaterDrone-v0,TD3,balanced,base,11,2,1000,90794147,90.794147
UnderwaterDrone-v0,TD3,balanced,wrapped,12,3,1000,282265208,282.265208
UnderwaterDrone-v0,TD3,balanced,critic,13,3,1000,173196817,173.196817
UnderwaterDrone-v0,TD3,balanced,base,14,3,1000,84315419,84.31541899999999
UnderwaterDrone-v0,TD3,balanced,native_logic,15,3,1000,15300,0.015300000000000001
UnderwaterDrone-v0,TD3,balanced,wrapped,16,4,1000,269470735,269.470735
UnderwaterDrone-v0,TD3,balanced,critic,17,4,1000,170876691,170.876691
UnderwaterDrone-v0,TD3,balanced,base,18,4,1000,84294349,84.294349
UnderwaterDrone-v0,TD3,balanced,native_logic,19,4,1000,14859,0.014859
UnderwaterDrone-v0,TD3,balanced,native_logic,20,5,1000,13616,0.013616
UnderwaterDrone-v0,TD3,balanced,critic,21,5,1000,170171868,170.171868
UnderwaterDrone-v0,TD3,balanced,base,22,5,1000,88600111,88.600111
UnderwaterDrone-v0,TD3,balanced,wrapped,23,5,1000,271845414,271.845414
UnderwaterDrone-v0,TD3,balanced,wrapped,24,6,1000,281421649,281.421649
UnderwaterDrone-v0,TD3,balanced,native_logic,25,6,1000,24156,0.024156
UnderwaterDrone-v0,TD3,balanced,critic,26,6,1000,179797196,179.79719599999999
UnderwaterDrone-v0,TD3,balanced,base,27,6,1000,86169896,86.169896
UnderwaterDrone-v0,TD3,balanced,base,28,7,1000,86661634,86.661634
UnderwaterDrone-v0,TD3,balanced,critic,29,7,1000,178728408,178.728408
UnderwaterDrone-v0,TD3,balanced,wrapped,30,7,1000,256555652,256.555652
UnderwaterDrone-v0,TD3,balanced,native_logic,31,7,1000,14036,0.014036
UnderwaterDrone-v0,TD3,balanced,wrapped,32,8,1000,255290078,255.29007800000002
UnderwaterDrone-v0,TD3,balanced,base,33,8,1000,84003554,84.00355400000001
UnderwaterDrone-v0,TD3,balanced,critic,34,8,1000,170369905,170.369905
UnderwaterDrone-v0,TD3,balanced,native_logic,35,8,1000,14868,0.014868000000000001
UnderwaterDrone-v0,TD3,balanced,wrapped,36,9,1000,272419600,272.4196
UnderwaterDrone-v0,TD3,balanced,native_logic,37,9,1000,14107,0.014107
UnderwaterDrone-v0,TD3,balanced,base,38,9,1000,84538104,84.538104
UnderwaterDrone-v0,TD3,balanced,critic,39,9,1000,185756322,185.75632199999998
UnderwaterDrone-v0,TD3,balanced,critic,40,10,1000,182552772,182.552772
UnderwaterDrone-v0,TD3,balanced,wrapped,41,10,1000,260332926,260.332926
UnderwaterDrone-v0,TD3,balanced,base,42,10,1000,83524791,83.524791
UnderwaterDrone-v0,TD3,balanced,native_logic,43,10,1000,15039,0.015039
UnderwaterDrone-v0,TD3,balanced,wrapped,44,11,1000,268278251,268.278251
UnderwaterDrone-v0,TD3,balanced,critic,45,11,1000,170733579,170.733579
UnderwaterDrone-v0,TD3,balanced,base,46,11,1000,89280981,89.280981
UnderwaterDrone-v0,TD3,balanced,native_logic,47,11,1000,14788,0.014788
UnderwaterDrone-v0,TD3,balanced,critic,48,12,1000,165130331,165.130331
UnderwaterDrone-v0,TD3,balanced,base,49,12,1000,81946140,81.94614
UnderwaterDrone-v0,TD3,balanced,wrapped,50,12,1000,259562857,259.562857
UnderwaterDrone-v0,TD3,balanced,native_logic,51,12,1000,13897,0.013897
UnderwaterDrone-v0,TD3,balanced,wrapped,52,13,1000,261601706,261.601706
UnderwaterDrone-v0,TD3,balanced,native_logic,53,13,1000,13736,0.013736
UnderwaterDrone-v0,TD3,balanced,base,54,13,1000,80525470,80.52547
UnderwaterDrone-v0,TD3,balanced,critic,55,13,1000,179664473,179.664473
UnderwaterDrone-v0,TD3,balanced,critic,56,14,1000,185304981,185.304981
UnderwaterDrone-v0,TD3,balanced,native_logic,57,14,1000,16631,0.016631
UnderwaterDrone-v0,TD3,balanced,base,58,14,1000,89680432,89.680432
UnderwaterDrone-v0,TD3,balanced,wrapped,59,14,1000,263021454,263.021454
UnderwaterDrone-v0,TD3,balanced,wrapped,60,15,1000,258159962,258.159962
UnderwaterDrone-v0,TD3,balanced,critic,61,15,1000,166972415,166.972415
UnderwaterDrone-v0,TD3,balanced,base,62,15,1000,80865690,80.86569
UnderwaterDrone-v0,TD3,balanced,native_logic,63,15,1000,15079,0.015079
UnderwaterDrone-v0,TD3,balanced,base,64,16,1000,84145856,84.145856
UnderwaterDrone-v0,TD3,balanced,native_logic,65,16,1000,15399,0.015399
UnderwaterDrone-v0,TD3,balanced,critic,66,16,1000,170274553,170.27455300000003
UnderwaterDrone-v0,TD3,balanced,wrapped,67,16,1000,266000837,266.000837
UnderwaterDrone-v0,TD3,balanced,wrapped,68,17,1000,272019166,272.01916600000004
UnderwaterDrone-v0,TD3,balanced,native_logic,69,17,1000,14237,0.014237
UnderwaterDrone-v0,TD3,balanced,base,70,17,1000,82715608,82.71560799999999
UnderwaterDrone-v0,TD3,balanced,critic,71,17,1000,178258461,178.258461
UnderwaterDrone-v0,TD3,balanced,wrapped,72,18,1000,259658189,259.658189
UnderwaterDrone-v0,TD3,balanced,base,73,18,1000,80480755,80.480755
UnderwaterDrone-v0,TD3,balanced,native_logic,74,18,1000,15319,0.015319000000000001
UnderwaterDrone-v0,TD3,balanced,critic,75,18,1000,172919639,172.919639
UnderwaterDrone-v0,TD3,balanced,base,76,19,1000,77803258,77.803258
UnderwaterDrone-v0,TD3,balanced,native_logic,77,19,1000,14728,0.014728
UnderwaterDrone-v0,TD3,balanced,critic,78,19,1000,169386019,169.386019
UnderwaterDrone-v0,TD3,balanced,wrapped,79,19,1000,253980420,253.98042
UnderwaterDrone-v0,TD3,balanced,wrapped,80,20,1000,255387954,255.387954
UnderwaterDrone-v0,TD3,balanced,native_logic,81,20,1000,13937,0.013937
UnderwaterDrone-v0,TD3,balanced,critic,82,20,1000,168978461,168.978461
UnderwaterDrone-v0,TD3,balanced,base,83,20,1000,85760596,85.760596
UnderwaterDrone-v0,TD3,balanced,wrapped,84,21,1000,265132240,265.13223999999997
UnderwaterDrone-v0,TD3,balanced,critic,85,21,1000,186303596,186.303596
UnderwaterDrone-v0,TD3,balanced,native_logic,86,21,1000,14718,0.014718
UnderwaterDrone-v0,TD3,balanced,base,87,21,1000,80617185,80.61718499999999
UnderwaterDrone-v0,TD3,balanced,native_logic,88,22,1000,13426,0.013426
UnderwaterDrone-v0,TD3,balanced,wrapped,89,22,1000,279028304,279.028304
UnderwaterDrone-v0,TD3,balanced,critic,90,22,1000,176760955,176.760955
