environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
UnderwaterDrone-v0,TD3,moderate,base,28,7,1000,84847514,84.84751399999999
UnderwaterDrone-v0,TD3,moderate,critic,29,7,1000,172500359,172.500359
UnderwaterDrone-v0,TD3,moderate,wrapped,30,7,1000,261241930,261.24192999999997
UnderwaterDrone-v0,TD3,moderate,native_logic,31,7,1000,14067,0.014067
UnderwaterDrone-v0,TD3,moderate,wrapped,32,8,1000,248123539,248.123539
UnderwaterDrone-v0,TD3,moderate,base,33,8,1000,81707214,81.70721400000001
UnderwaterDrone-v0,TD3,moderate,critic,34,8,1000,163452181,163.45218100000002
UnderwaterDrone-v0,TD3,moderate,native_logic,35,8,1000,15519,0.015519
UnderwaterDrone-v0,TD3,moderate,wrapped,36,9,1000,266177464,266.177464
UnderwaterDrone-v0,TD3,moderate,native_logic,37,9,1000,14477,0.014477
UnderwaterDrone-v0,TD3,moderate,base,38,9,1000,80130036,80.13003599999999
UnderwaterDrone-v0,TD3,moderate,critic,39,9,1000,166889447,166.889447
UnderwaterDrone-v0,TD3,moderate,critic,40,10,1000,169823473,169.823473
UnderwaterDrone-v0,TD3,moderate,wrapped,41,10,1000,257471129,257.47112899999996
UnderwaterDrone-v0,TD3,moderate,base,42,10,1000,83667153,83.667153
UnderwaterDrone-v0,TD3,moderate,native_logic,43,10,1000,15489,0.015489000000000001
UnderwaterDrone-v0,TD3,moderate,wrapped,44,11,1000,264243215,264.243215
UnderwaterDrone-v0,TD3,moderate,critic,45,11,1000,184167352,184.16735200000002
UnderwaterDrone-v0,TD3,moderate,base,46,11,1000,93023428,93.023428
UnderwaterDrone-v0,TD3,moderate,native_logic,47,11,1000,16943,0.016943
UnderwaterDrone-v0,TD3,moderate,critic,48,12,1000,177128617,177.128617
UnderwaterDrone-v0,TD3,moderate,base,49,12,1000,83198950,83.19895
UnderwaterDrone-v0,TD3,moderate,wrapped,50,12,1000,257727286,257.727286
UnderwaterDrone-v0,TD3,moderate,native_logic,51,12,1000,14368,0.014368
UnderwaterDrone-v0,TD3,moderate,wrapped,52,13,1000,271442437,271.442437
UnderwaterDrone-v0,TD3,moderate,native_logic,53,13,1000,14958,0.014958
UnderwaterDrone-v0,TD3,moderate,base,54,13,1000,91564015,91.564015
UnderwaterDrone-v0,TD3,moderate,critic,55,13,1000,190400300,190.4003
UnderwaterDrone-v0,TD3,moderate,critic,56,14,1000,185163683,185.163683
UnderwaterDrone-v0,TD3,moderate,native_logic,57,14,1000,15710,0.015710000000000002
UnderwaterDrone-v0,TD3,moderate,base,58,14,1000,86848290,86.84828999999999
UnderwaterDrone-v0,TD3,moderate,wrapped,59,14,1000,265566449,265.56644900000003
UnderwaterDrone-v0,TD3,moderate,wrapped,60,15,1000,270495029,270.495029
UnderwaterDrone-v0,TD3,moderate,critic,61,15,1000,179064539,179.064539
UnderwaterDrone-v0,TD3,moderate,base,62,15,1000,83919104,83.919104
UnderwaterDrone-v0,TD3,moderate,native_logic,63,15,1000,15489,0.015489000000000001
UnderwaterDrone-v0,TD3,moderate,base,64,16,1000,82467875,82.467875
UnderwaterDrone-v0,TD3,moderate,native_logic,65,16,1000,15300,0.015300000000000001
UnderwaterDrone-v0,TD3,moderate,critic,66,16,1000,172795873,172.795873
UnderwaterDrone-v0,TD3,moderate,wrapped,67,16,1000,258507324,258.507324
UnderwaterDrone-v0,TD3,moderate,wrapped,68,17,1000,264573495,264.573495
UnderwaterDrone-v0,TD3,moderate,native_logic,69,17,1000,13936,0.013936
UnderwaterDrone-v0,TD3,moderate,base,70,17,1000,86786904,86.78690399999999
UnderwaterDrone-v0,TD3,moderate,critic,71,17,1000,188750373,188.750373
UnderwaterDrone-v0,TD3,moderate,wrapped,72,18,1000,280833388,280.83338799999996
UnderwaterDrone-v0,TD3,moderate,base,73,18,1000,91799023,91.799023
UnderwaterDrone-v0,TD3,moderate,native_logic,74,18,1000,13907,0.013907
UnderwaterDrone-v0,TD3,moderate,critic,75,18,1000,182248933,182.248933
UnderwaterDrone-v0,TD3,moderate,base,76,19,1000,91864308,91.86430800000001
UnderwaterDrone-v0,TD3,moderate,native_logic,77,19,1000,15229,0.015229
UnderwaterDrone-v0,TD3,moderate,critic,78,19,1000,178591217,178.591217
UnderwaterDrone-v0,TD3,moderate,wrapped,79,19,1000,265077316,265.077316
UnderwaterDrone-v0,TD3,moderate,wrapped,80,20,1000,270438361,270.438361
UnderwaterDrone-v0,TD3,moderate,native_logic,81,20,1000,14387,0.014387
UnderwaterDrone-v0,TD3,moderate,critic,82,20,1000,182802680,182.80267999999998
UnderwaterDrone-v0,TD3,moderate,base,83,20,1000,89981055,89.981055
UnderwaterDrone-v0,TD3,moderate,wrapped,84,21,1000,279277931,279.27793099999997
UnderwaterDrone-v0,TD3,moderate,critic,85,21,1000,183126256,183.12625599999998
UnderwaterDrone-v0,TD3,moderate,native_logic,86,21,1000,14107,0.014107
UnderwaterDrone-v0,TD3,moderate,base,87,21,1000,87569526,87.569526
UnderwaterDrone-v0,TD3,moderate,native_logic,88,22,1000,13626,0.013626
UnderwaterDrone-v0,TD3,moderate,wrapped,89,22,1000,280959579,280.959579
UnderwaterDrone-v0,TD3,moderate,critic,90,22,1000,182060514,182.06051399999998
