environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,37,9,1000,72451300,72.4513
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,38,9,1000,23094,0.023094
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,39,9,1000,85029020,85.02902
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,40,10,1000,22994,0.022994
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,41,10,1000,80012371,80.012371
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,42,10,1000,64114709,64.114709
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,43,10,1000,74896714,74.896714
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,44,11,1000,63875883,63.875883
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,45,11,1000,23094,0.023094
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,46,11,1000,72226591,72.226591
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,47,11,1000,75280035,75.280035
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,48,12,1000,62137728,62.137728
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,49,12,1000,76993944,76.993944
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,50,12,1000,72571890,72.57189
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,51,12,1000,23454,0.023454
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,52,13,1000,23074,0.023074
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,53,13,1000,78151953,78.15195299999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,54,13,1000,58548983,58.548983
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,55,13,1000,72369864,72.369864
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,56,14,1000,70325555,70.325555
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,57,14,1000,23474,0.023474000000000002
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,58,14,1000,83277359,83.27735899999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,59,14,1000,64417066,64.417066
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,60,15,1000,73268549,73.268549
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,61,15,1000,64663726,64.663726
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,62,15,1000,82897113,82.897113
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,63,15,1000,23475,0.023475000000000003
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,64,16,1000,82829334,82.829334
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,65,16,1000,71895400,71.8954
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,66,16,1000,66753252,66.75325199999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,67,16,1000,23324,0.023324
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,68,17,1000,23185,0.023184999999999997
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,69,17,1000,80099698,80.099698
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,70,17,1000,63837661,63.837661
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,71,17,1000,72434688,72.434688
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,72,18,1000,64070074,64.070074
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,73,18,1000,23365,0.023364999999999997
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,74,18,1000,80015598,80.015598
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,75,18,1000,78964112,78.964112
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,76,19,1000,80897600,80.89760000000001
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,77,19,1000,64025909,64.025909
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,78,19,1000,23405,0.023405000000000002
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,79,19,1000,72215620,72.21562
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,80,20,1000,61474724,61.474724
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,81,20,1000,72190482,72.190482
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,82,20,1000,80045695,80.04569500000001
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,83,20,1000,23134,0.023134000000000002
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,84,21,1000,70654273,70.654273
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,85,21,1000,23355,0.023355
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,86,21,1000,59654322,59.654322
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,87,21,1000,80159222,80.159222
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,88,22,1000,62582617,62.582617
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,89,22,1000,78982276,78.982276
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,90,22,1000,70124953,70.12495299999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,91,22,1000,23635,0.023635000000000003
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,92,23,1000,81126968,81.12696799999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,93,23,1000,74132447,74.132447
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,94,23,1000,25178,0.025178000000000002
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,95,23,1000,64807681,64.807681
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,96,24,1000,64650130,64.65013
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,97,24,1000,23465,0.023465
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,98,24,1000,70843804,70.843804
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,99,24,1000,83220230,83.22023
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,100,25,1000,74769281,74.769281
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,101,25,1000,68034345,68.034345
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,102,25,1000,80656710,80.65671
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,103,25,1000,23274,0.023274
